type,frame,parent,children,x,y,tid,from,to
division,19,8895.0,10034;10035,1661.2004333694474,809.3624052004334,,,
division,19,8191.0,10036;10037,1525.138512275559,827.0164895566141,,,
division,19,8902.0,10038;10039,634.5915208613728,814.1231493943473,,,
division,19,8905.0,10040;10041,50.10570626753976,829.688493919551,,,
division,19,8911.0,10042;10043,1282.1177644710579,841.9261477045908,,,
division,19,8914.0,10044;10045,1709.2122186495176,854.1099678456592,,,
division,19,8916.0,10046;10047,1219.587584215592,858.5312800769971,,,
division,19,9435.0,10048;10049,1633.201233616037,855.8365458750964,,,
division,19,8918.0,10050;10051,1109.2007534983854,855.6334768568353,,,
division,19,8917.0,10052,1250.5680473372781,873.3951347797502,,,
division,19,8930.0,10053,1640.573651452282,890.2359958506224,,,
division,19,8932.0,10054;10055,911.1045172719221,892.5349867139062,,,
division,19,8921.0,10056,1281.99609375,878.3916015625,,,
division,19,8934.0,10057;10058,1682.2073732718893,887.9723502304147,,,
division,19,8925.0,10059;10060,1357.3951701427004,890.1893523600439,,,
division,19,8927.0,10061;10062,1524.6543871399865,894.4099129269927,,,
division,19,8938.0,10063;10064,1422.469235550031,903.0490988191423,,,
division,19,8935.0,10065,1712.77812257564,900.099301784329,,,
division,19,9457.0,10066;10067,1601.470635559131,912.3660498793242,,,
division,19,8942.0,10068,161.20411663807892,904.0531732418525,,,
division,19,8947.0,10069;10070,1257.1237113402062,917.4487568223166,,,
division,19,8931.0,10071,1655.4994606256741,926.1850053937433,,,
division,19,8939.0,10072,1440.677436725902,932.744211093161,,,
division,19,8951.0,10073;10074,1491.8069666182873,931.0812772133527,,,
division,19,8948.0,10075,1293.875515818432,924.7193947730399,,,
division,19,9475.0,10076;10077,1173.96388261851,932.142964635064,,,
division,19,8944.0,10078,1688.7570825798673,939.5979505726341,,,
division,19,9480.0,10079;10080,979.7248743718593,932.5402010050251,,,
division,19,8952.0,10081,1520.2370115929584,956.9939888364105,,,
division,19,8954.0,10082,1002.0468319559228,949.0998622589532,,,
division,19,8958.0,10083,1743.1490340386385,956.5041398344066,,,
division,19,8949.0,10084,1453.1386281588448,961.1436823104693,,,
division,19,8961.0,10085;10086,1142.1450459652706,970.476506639428,,,
division,19,8965.0,10087;10088,1218.6349024110218,975.5729047072331,,,
division,19,8953.0,10089,1552.593366093366,972.8009828009828,,,
division,19,8967.0,10090,808.5264650283553,972.4017013232515,,,
division,19,9507.0,10091;10092,1793.7810595405533,1006.8045007032349,,,
division,19,8970.0,10093;10094,1407.3357193987115,1005.1997136721546,,,
division,19,8973.0,10095;10096,584.0293427230047,988.6784037558685,,,
division,19,8966.0,10097,1245.7655807365438,1004.8562322946176,,,
division,19,8981.0,10098;10099,1498.010645375915,1003.6500332667997,,,
division,19,8979.0,10100,1095.8972789115646,1001.7095238095238,,,
division,19,8978.0,10101,1763.8271257905833,1011.1468728039354,,,
division,19,8983.0,10102;10103,1666.057963163597,1028.9875406283857,,,
division,19,8985.0,10104;10105,1553.5692786715101,1029.2475350285417,,,
division,19,8980.0,10106,1130.6414799374675,1019.1896821261073,,,
division,19,6230.0,10107,823.7447191011236,1025.7213483146068,,,
division,19,8984.0,10108,1698.5521739130436,1032.9913043478261,,,
division,19,8987.0,10109,1158.316715542522,1043.5982404692081,,,
division,19,8994.0,10110;10111,1601.367412140575,1055.70150616157,,,
division,19,8990.0,10112,1096.2296343810135,1053.720974983964,,,
division,19,8997.0,10113;10114,1756.349869451697,1074.396866840731,,,
division,19,9541.0,10115;10116,1790.1838161838161,1063.946053946054,,,
division,19,9001.0,10117;10118,1673.214377406932,1078.8985879332477,,,
division,19,9003.0,10119,1318.653459491425,1090.4399763453578,,,
division,19,8998.0,10120,1774.1902356902358,1108.3804713804714,,,
division,19,9006.0,10121;10122,995.1756141947225,1100.2939035486806,,,
division,19,6247.0,10123,756.4598508117596,1115.4580956559894,,,
division,19,9563.0,10124;10125,556.7007299270073,1103.2671532846716,,,
division,19,7582.0,10126,969.3626138189609,1132.3053026245314,,,
division,19,9009.0,10127;10128,1245.661662817552,1144.2217090069284,,,
division,19,6259.0,10129,443.58916478555307,1151.1534988713317,,,
division,19,9014.0,10130;10131,1774.3167539267015,1149.7408376963351,,,
division,19,9016.0,10132,1149.8260672116257,1162.5404178019983,,,
division,19,9018.0,10133,266.11538461538464,1153.6511936339523,,,
division,19,9022.0,10134,816.0647372429551,1174.5879664889567,,,
division,19,9017.0,10135,1167.7225572979494,1190.4933655006032,,,
division,19,9025.0,10136;10137,1753.7361993160723,1199.8099658036151,,,
division,19,9031.0,10138;10139,1640.9097888675624,1219.162188099808,,,
division,19,9032.0,10140;10141,1788.5005274261603,1250.323312236287,,,
division,19,6825.0,10142;10143,829.67131594906,1241.7683444511824,,,
division,19,9045.0,10144,1657.6829427083333,1267.0709635416667,,,
division,19,9043.0,10145,903.3823178016727,1268.6493428912784,,,
division,19,9047.0,10146;10147,1083.7194480946123,1285.3153745072273,,,
division,19,9049.0,10148;10149,1792.3022547227301,1303.224253503961,,,
division,19,5398.0,10150;10151,1712.4525350593312,1337.1202804746495,,,
division,19,9054.0,10152,1105.2542372881355,1333.2990705303444,,,
division,19,9053.0,10153;10154,1685.6493699036323,1335.3691623424759,,,
division,19,9055.0,10155,1135.7090558766859,1346.7552986512524,,,
division,19,9058.0,10156;10157,1618.9563838223633,1383.6471054718477,,,
division,19,9644.0,10158;10159,1798.1141361256543,1383.4565445026178,,,
division,19,9059.0,10160,1650.0481000481,1392.3294853294854,,,
division,19,9060.0,10161,1683.7862417411582,1402.2234745433345,,,
division,19,9649.0,10162;10163,1592.44140625,1419.10986328125,,,
division,19,9659.0,10164,1879.6589861751152,1426.7157519899456,,,
division,19,9062.0,10165;10166,1387.6849192100537,1429.16157989228,,,
division,19,9664.0,10167;10168,1525.911325301205,1449.9397590361446,,,
division,19,6297.0,10169;10170,1743.1168831168832,1452.41008991009,,,
division,19,9066.0,10171,1797.8842538190365,1453.3631022326674,,,
division,19,9668.0,10172;10173,1676.7066911090742,1458.4124656278643,,,
division,19,8569.0,10174,1819.4192992533026,1478.506605399196,,,
division,19,7302.0,10175,468.2428243398393,1483.0993111366245,,,
division,19,9084.0,10176,1810.0124508519004,1533.3627129750982,,,
division,19,5556.0,10177;10178,1761.8752196836556,1562.8734622144113,,,
division,19,8081.0,10179;10180,1869.267015005359,1573.0983386923901,,,
division,19,9086.0,10181,1719.4341085271317,1612.1186046511627,,,
division,19,9090.0,10182;10183,1384.744661095636,1623.1281337047353,,,
division,19,9723.0,10184;10185,1665.91015625,1629.08359375,,,
division,19,6315.0,10186,955.5081351689612,1656.6113892365456,,,
division,19,9735.0,10187,1876.4924670433145,1663.791525423729,,,
division,19,9765.0,10188;10189,1761.9677819083024,1748.105328376704,,,
division,19,9767.0,10190,970.1139846743295,1748.3170498084291,,,
division,19,9768.0,10191;10192,1679.4024216524217,1752.5220797720797,,,
division,19,7318.0,10193,597.834380610413,1787.863105924596,,,
division,19,9783.0,10194,1503.3344739093243,1785.9520958083833,,,
division,19,9122.0,10195,1736.0459218642907,1828.345442083619,,,
division,19,9132.0,10196,1318.6500470366886,1906.4675446848541,,,
division,19,8101.0,10197;10198,1833.1507220216606,1912.968110709988,,,
division,19,7020.0,10199,1673.7564959168524,1919.1321455085374,,,
division,20,10200.0,10710;10711,14.188305412371134,106.26127577319588,,,
division,20,10201.0,10712,47.501975746014445,101.56778852704728,,,
division,20,9138.0,10713;10714,138.11656282450676,141.0368639667705,,,
division,20,9837.0,10715;10716,267.5413339089143,95.74293114612563,,,
division,20,8635.0,10717;10718,441.4092715231788,96.16766004415011,,,
division,20,8639.0,10719;10720,777.3670810423141,105.93939756155869,,,
division,20,9838.0,10721;10722,861.3892173090566,100.86687160085127,,,
division,20,9839.0,10723,897.2329771966193,115.81262956466273,,,
division,20,9842.0,10724;10725,1010.7780666870602,92.93820740287549,,,
division,20,10208.0,10726;10727,682.254376930999,199.9340885684861,,,
division,20,9849.0,10728;10729,1164.0679953106683,201.77080890973036,,,
division,20,8647.0,10730;10731,477.41521394611726,197.97860538827257,,,
division,20,10213.0,10732,722.6582365003418,204.07792207792207,,,
division,20,9850.0,10733,1186.2000988142292,232.60177865612647,,,
division,20,10221.0,10734;10735,582.2171280276816,225.810553633218,,,
division,20,9856.0,10736;10737,202.46847457627118,232.3864406779661,,,
division,20,9854.0,10738;10739,890.1836469824789,231.78520441271903,,,
division,20,9860.0,10740;10741,271.0605815831987,239.10904684975768,,,
division,20,9861.0,10742;10743,475.384815055159,237.29656067488645,,,
division,20,8657.0,10744,310.42632450331126,243.3567880794702,,,
division,20,8658.0,10745,350.3848699763593,244.92151300236407,,,
division,20,8661.0,10746,513.5155688622755,247.08323353293414,,,
division,20,9863.0,10747;10748,1102.8957983193277,253.76638655462185,,,
division,20,9866.0,10749,550.0739207569485,253.36014192785333,,,
division,20,9864.0,10750;10751,413.9924670433145,254.20401757689893,,,
division,20,9868.0,10752;10753,164.79790940766551,257.7554006968641,,,
division,20,9869.0,10754;10755,968.4005468215995,272.87764866712234,,,
division,20,9871.0,10756;10757,625.8065976714101,272.398447606727,,,
division,20,9874.0,10758,475.3096309630963,280.74167416741676,,,
division,20,10238.0,10759;10760,269.58878504672896,282.08770668583753,,,
division,20,9875.0,10761,505.76169844020797,296.21187175043326,,,
division,20,9876.0,10762;10763,820.8454825462012,293.02566735112936,,,
division,20,10244.0,10764;10765,231.01176470588234,297.6364705882353,,,
division,20,9881.0,10766;10767,758.7642947903431,304.28208386277004,,,
division,20,8681.0,10768,542.1156156156156,308.2142142142142,,,
division,20,9882.0,10769;10770,413.1240808823529,299.1663602941176,,,
division,20,9885.0,10771,1004.1345381526104,309.5592369477912,,,
division,20,9887.0,10772;10773,630.1870882740448,314.80895915678525,,,
division,20,9891.0,10774;10775,961.6902768834514,319.40888602704445,,,
division,20,9889.0,10776;10777,1184.029214559387,326.12164750957857,,,
division,20,8698.0,10778;10779,91.95720399429386,327.4783642415597,,,
division,20,9886.0,10780,1023.8790915163661,327.0267201068804,,,
division,20,10253.0,10781;10782,1083.8319886093973,333.0897009966777,,,
division,20,8700.0,10783;10784,186.0580474934037,323.6517150395778,,,
division,20,9888.0,10785,657.780771586038,334.46785058175135,,,
division,20,10258.0,10786;10787,918.3989028213166,339.0948275862069,,,
division,20,10264.0,10788;10789,601.7357142857143,345.73333333333335,,,
division,20,9896.0,10790;10791,1300.9478827361563,355.62106406080346,,,
division,20,9897.0,10792,623.6070512820513,369.1128205128205,,,
division,20,9901.0,10793;10794,1155.3959773727215,381.90509113764926,,,
division,20,9903.0,10795;10796,1252.583009079118,381.91958495460443,,,
division,20,9898.0,10797,658.7591623036649,382.03075916230364,,,
division,20,9911.0,10798;10799,759.3587628865979,383.65704467353953,,,
division,20,9909.0,10800,488.0746164574617,385.63668061366803,,,
division,20,9907.0,10801;10802,843.030462184874,381.3140756302521,,,
division,20,8716.0,10803,796.0699806949807,392.3277027027027,,,
division,20,8729.0,10804;10805,1107.5353095030514,405.59023539668704,,,
division,20,10286.0,10806;10807,337.73573825503354,395.7877516778523,,,
division,20,8725.0,10808;10809,124.42215568862275,397.47904191616766,,,
division,20,9908.0,10810,865.656847133758,399.5143312101911,,,
division,20,9910.0,10811,514.4537735849057,399.95566037735847,,,
division,20,9244.0,10812;10813,89.79781420765028,420.26151444184234,,,
division,20,9917.0,10814;10815,1319.843070652174,418.02785326086956,,,
division,20,9920.0,10816;10817,750.74068698597,434.6318335752298,,,
division,20,9919.0,10818;10819,352.0532786885246,430.7752732240437,,,
division,20,10303.0,10820;10821,1246.8963254593175,425.01574803149606,,,
division,20,9918.0,10822,1358.4206989247311,428.9233870967742,,,
division,20,6461.0,10823;10824,10.682758620689656,446.97672413793106,,,
division,20,8739.0,10825,109.203995157385,446.1174334140436,,,
division,20,8741.0,10826;10827,546.4709260588658,439.4917444364681,,,
division,20,8737.0,10828,46.566181127295756,442.93096896770106,,,
division,20,8745.0,10829;10830,619.852885225111,450.1306277742549,,,
division,20,8743.0,10831;10832,309.42817896389323,454.09379905808476,,,
division,20,10316.0,10833,1377.5222758990874,464.686527106817,,,
division,20,9926.0,10834;10835,432.9833555259654,459.96205059920106,,,
division,20,9924.0,10836;10837,1107.1898148148148,461.5216049382716,,,
division,20,9928.0,10838;10839,1245.0609065155807,464.0332861189802,,,
division,20,8746.0,10840,652.1014634146342,471.30243902439025,,,
division,20,9929.0,10841;10842,1169.7251791197543,468.06908904810643,,,
division,20,8757.0,10843,380.5098190219484,486.1005005775895,,,
division,20,9931.0,10844,487.0225,483.65,,,
division,20,10323.0,10845;10846,192.38326848249028,480.08852140077823,,,
division,20,9933.0,10847;10848,1347.1480198019801,507.290099009901,,,
division,20,10329.0,10849;10850,1080.4235537190082,505.639979338843,,,
division,20,10330.0,10851;10852,252.2030548068284,499.54896675651395,,,
division,20,9935.0,10853;10854,211.0067681895093,507.03637901861254,,,
division,20,9937.0,10855,1236.7393617021276,510.0817819148936,,,
division,20,9939.0,10856;10857,719.1533196440794,515.050650239562,,,
division,20,9940.0,10858;10859,872.6788059701493,514.4005970149253,,,
division,20,9942.0,10860;10861,473.22941720629046,516.7659574468086,,,
division,20,9934.0,10862,1368.5387400434468,538.1860970311369,,,
division,20,9936.0,10863,229.125786163522,534.4111635220125,,,
division,20,9946.0,10864;10865,369.997461928934,537.0,,,
division,20,9947.0,10866;10867,1034.3743271221533,548.0770186335403,,,
division,20,9945.0,10868,259.0098452883263,546.1744022503516,,,
division,20,8779.0,10869;10870,86.09514925373135,551.8045708955224,,,
division,20,8778.0,10871,297.0004686035614,551.0295220243673,,,
division,20,8775.0,10872,403.7379547689282,553.0884955752213,,,
division,20,9948.0,10873,1068.1775147928995,554.7501643655489,,,
division,20,9952.0,10874;10875,1303.7743451981196,558.2417730020147,,,
division,20,10351.0,10876;10877,659.8620188816267,559.1815541031227,,,
division,20,9950.0,10878;10879,856.0575101488498,553.1414073071719,,,
division,20,9953.0,10880,1270.2373862696443,553.3970223325063,,,
division,20,9949.0,10881,441.6677852348993,562.4322147651006,,,
division,20,10352.0,10882;10883,1130.8655083655083,563.1660231660231,,,
division,20,9954.0,10884,475.0464285714286,560.1042857142858,,,
division,20,9957.0,10885,699.9476806903991,563.856526429342,,,
division,20,9955.0,10886,1166.5776951672863,563.0,,,
division,20,9959.0,10887;10888,918.8378176382661,561.0777279521674,,,
division,20,10356.0,10889,517.4081632653061,568.3160173160173,,,
division,20,10357.0,10890,627.0412287793048,560.6208569118836,,,
division,20,10359.0,10891;10892,208.41327800829876,565.3095435684647,,,
division,20,7043.0,10893,951.7485564304462,573.4377952755906,,,
division,20,9956.0,10894,1197.4182041820418,582.4956949569496,,,
division,20,9960.0,10895;10896,1429.1571268237935,585.3069584736252,,,
division,20,8800.0,10897;10898,156.18870431893689,584.0385382059801,,,
division,20,9962.0,10899;10900,770.1408450704225,585.2005365526493,,,
division,20,6008.0,10901,26.473933649289098,582.3829383886256,,,
division,20,9312.0,10902;10903,270.74303405572755,589.6633126934985,,,
division,20,6004.0,10904,982.3038700430005,594.1395126612518,,,
division,20,9969.0,10905;10906,1253.4111558366878,593.9511213341001,,,
division,20,10370.0,10907;10908,405.10354223433245,596.6682561307902,,,
division,20,8801.0,10909,191.78847143592384,601.0844055584148,,,
division,20,10371.0,10910;10911,647.1115654205607,599.2464953271028,,,
division,20,9972.0,10912;10913,1141.1652274035694,604.4421416234887,,,
division,20,9974.0,10914;10915,527.5352112676056,601.5839653304442,,,
division,20,9971.0,10916,227.76032315978455,607.3994614003591,,,
division,20,9961.0,10917,1211.5611940298506,616.4758208955224,,,
division,20,10378.0,10918;10919,1452.5004721435316,621.1728045325779,,,
division,20,9975.0,10920;10921,1415.2026022304833,638.5594795539033,,,
division,20,8822.0,10922,70.20257452574526,625.2811653116531,,,
division,20,10379.0,10923;10924,331.2670807453416,626.9136645962733,,,
division,20,10380.0,10925;10926,936.6416295353279,624.3080840229153,,,
division,20,8814.0,10927,251.8412356321839,625.0538793103449,,,
division,20,8831.0,10928,468.2529319781079,649.369429241595,,,
division,20,6044.0,10929;10930,183.89294258373207,639.3116028708134,,,
division,20,9983.0,10931;10932,1306.9165786694825,648.6752903907075,,,
division,20,9985.0,10933;10934,1068.564208354822,646.0128932439402,,,
division,20,9987.0,10935,1241.790041493776,635.5668049792531,,,
division,20,9980.0,10936,997.0735215769846,653.8108684070324,,,
division,20,6055.0,10937,568.8881091617934,652.46783625731,,,
division,20,9982.0,10938;10939,897.8920634920635,646.7055555555555,,,
division,20,9990.0,10940;10941,1206.9857382550335,661.4412751677852,,,
division,20,9346.0,10942;10943,308.98785818358425,670.830985915493,,,
division,20,9989.0,10944,922.2002281802625,670.0456360524814,,,
division,20,9986.0,10945,1094.6462976276061,671.0654205607476,,,
division,20,8841.0,10946,593.7106918238994,678.1097770154374,,,
division,20,9356.0,10947,1229.9652677279305,684.0993728895321,,,
division,20,9352.0,10948,33.8821268417681,677.847533632287,,,
division,20,9997.0,10949;10950,1571.0521152667075,690.7713059472716,,,
division,20,9995.0,10951,1269.8176312247645,693.913862718708,,,
division,20,8848.0,10952;10953,106.85878199470433,689.5613415710503,,,
division,20,10001.0,10954;10955,1392.1093463653024,701.5290164935858,,,
division,20,10004.0,10956,879.0181451612904,708.375504032258,,,
division,20,10003.0,10957,1541.3610298420128,715.0462258630778,,,
division,20,10006.0,10958;10959,1346.627093596059,714.1729064039409,,,
division,20,8860.0,10960;10961,219.2746553552492,713.50901378579,,,
division,20,10005.0,10962,916.7820957668285,716.1970853573907,,,
division,20,9998.0,10963,1592.8027613412228,724.9018737672584,,,
division,20,8411.0,10964,320.936385255648,720.1623067776457,,,
division,20,10008.0,10965;10966,1201.1024610748368,737.668006027122,,,
division,20,10014.0,10967;10968,1463.938611589214,733.8886976477338,,,
division,20,10012.0,10969;10970,517.2256830601093,733.7032786885246,,,
division,20,10011.0,10971;10972,1264.8134196586227,742.2878163625662,,,
division,20,10007.0,10973,1366.770305676856,753.7593886462882,,,
division,20,10017.0,10974,1405.0692254969158,752.7758738862234,,,
division,20,10019.0,10975;10976,1069.5459649122806,748.9143859649123,,,
division,20,10025.0,10977;10978,1171.6099491237987,769.1102317693612,,,
division,20,10018.0,10979,1434.5617529880478,776.5367103016505,,,
division,20,4906.0,10980,13.965968586387435,773.5517015706806,,,
division,20,10030.0,10981;10982,872.3975817923186,785.2133712660028,,,
division,20,10032.0,10983;10984,1072.636761487965,787.2742523705325,,,
division,20,8891.0,10985;10986,671.6054022313564,791.6453317674692,,,
division,20,10437.0,10987;10988,1375.1745358090186,803.3633952254642,,,
division,20,10438.0,10989;10990,1607.7770237518178,802.1555986427533,,,
division,20,10036.0,10991;10992,1508.4289267945985,819.815209665956,,,
division,20,10038.0,10993,620.0723127035831,810.8644951140066,,,
division,20,10041.0,10994;10995,37.5927734375,827.9541015625,,,
division,20,10039.0,10996,647.1547479484174,834.1711606096131,,,
division,20,6633.0,10997;10998,444.30279402209226,830.2586094866797,,,
division,20,10042.0,10999;11000,1266.464320625611,837.3069403714564,,,
division,20,10044.0,11001;11002,1692.238507661559,847.1872085276482,,,
division,20,8909.0,11003,313.2795698924731,849.958391771856,,,
division,20,10046.0,11004;11005,1203.9510421715947,853.5065438681531,,,
division,20,10050.0,11006;11007,1093.997830802603,851.0753796095445,,,
division,20,10047.0,11008,1235.2803430079155,869.1761213720316,,,
division,20,5024.0,11009,434.63038443723946,867.650764242705,,,
division,20,10049.0,11010;11011,1624.9256965944273,882.0748194014448,,,
division,20,10056.0,11012;11013,1302.113347457627,879.979872881356,,,
division,20,10473.0,11014;11015,694.0880782918149,873.2286476868327,,,
division,20,10059.0,11016,1340.831973898858,884.3463839042959,,,
division,20,8937.0,11017;11018,857.5040474905559,890.9660010793308,,,
division,20,10060.0,11019,1375.3385529157667,896.1528077753779,,,
division,20,10066.0,11020;11021,1585.6252909231962,904.0612878200155,,,
division,20,10068.0,11022,148.10414902624893,902.1930567315834,,,
division,20,10069.0,11023;11024,1242.5044722719142,912.4788312462731,,,
division,20,8945.0,11025;11026,71.80741503604531,915.394438722966,,,
division,20,10073.0,11027;11028,1474.4136967155835,923.9147449336128,,,
division,20,10070.0,11029,1278.541072640869,919.3774609640191,,,
division,20,10071.0,11030;11031,1671.8255159474672,932.3045653533459,,,
division,20,10076.0,11032;11033,1158.7498063516655,927.3586367157243,,,
division,20,10079.0,11034;11035,963.7176079734219,927.6976744186046,,,
division,20,10074.0,11036,1504.83166969147,949.1542649727768,,,
division,20,10080.0,11037,987.6777456647399,945.1567919075145,,,
division,20,10083.0,11038,1726.5351043643263,949.7599620493359,,,
division,20,10072.0,11039;11040,1436.2422222222222,953.4251851851852,,,
division,20,10087.0,11041;11042,1203.058925476603,971.3801270941652,,,
division,20,8963.0,11043;11044,277.9935851746258,967.7990021382751,,,
division,20,10090.0,11045,793.6904296875,968.75390625,,,
division,20,10093.0,11046;11047,1391.9182780007297,998.8723093761402,,,
division,20,10098.0,11048;11049,1482.1772151898733,994.7405063291139,,,
division,20,10511.0,11050;11051,1716.207834602829,1005.7301414581067,,,
division,20,10088.0,11052,1230.527149321267,999.4947209653092,,,
division,20,10102.0,11053;11054,1650.2231543624162,1020.9244966442953,,,
division,20,9516.0,11055;11056,209.39549612948628,1015.3483462350457,,,
division,20,10104.0,11057;11058,1537.8630434782608,1018.5260869565218,,,
division,20,8980.0,11059,1115.2271498107084,1014.2985397512168,,,
division,20,8991.0,11060;11061,694.1050788091069,1048.3753648569761,,,
division,20,10110.0,11062;11063,1587.219790675547,1044.4628924833492,,,
division,20,10524.0,11064;11065,1457.0070281124497,1039.9472891566265,,,
division,20,10112.0,11066,1081.403761755486,1048.9047021943575,,,
division,20,10117.0,11067;11068,1659.4816154309826,1070.3050030138638,,,
division,20,9003.0,11069;11070,1303.012987012987,1084.6239412761151,,,
division,20,6247.0,11071,742.0948581560284,1112.7322695035461,,,
division,20,7582.0,11072,955.3833067517278,1127.7713981924508,,,
division,20,8008.0,11073;11074,1687.9937947494034,1122.4529832935561,,,
division,20,10127.0,11075,1230.7173219978747,1136.6392136025504,,,
division,20,10130.0,11076,1760.2813321647677,1142.2602979842243,,,
division,20,9012.0,11077,1030.0215755143001,1144.9232313095836,,,
division,20,10545.0,11078,1725.238219895288,1148.155104712042,,,
division,20,9016.0,11079,1136.4394008170677,1156.4049024058102,,,
division,20,6259.0,11080,430.9689877121123,1148.8367466354593,,,
division,20,10133.0,11081,253.90970350404314,1150.6967654986522,,,
division,20,9019.0,11082,726.9533546325879,1174.217252396166,,,
division,20,10134.0,11083,802.1748195669607,1170.783480352847,,,
division,20,10136.0,11084,1739.8455657492354,1190.8241590214068,,,
division,20,10132.0,11085,1154.0387984981226,1184.503128911139,,,
division,20,10573.0,11086,396.7473309608541,1243.9015421115066,,,
division,20,10144.0,11087;11088,1646.294964028777,1260.621582733813,,,
division,20,9043.0,11089,890.759420289855,1264.4713043478262,,,
division,20,10146.0,11090;11091,1069.9571719918422,1279.5220938137322,,,
division,20,10148.0,11092;11093,1777.748303934871,1295.4206241519673,,,
division,20,10149.0,11094,1797.7054709995887,1329.1336898395723,,,
division,20,10153.0,11095,1671.6226126814363,1328.4476699770817,,,
division,20,10152.0,11096,1122.232288828338,1342.2683923705722,,,
division,20,10156.0,11097;11098,1604.6387306753459,1376.519121236778,,,
division,20,10158.0,11099,1781.383512544803,1377.2437275985662,,,
division,20,10160.0,11100,1666.7279207920792,1397.0633663366336,,,
division,20,10159.0,11101,1803.542441860465,1396.9662790697676,,,
division,20,10165.0,11102,1374.1163194444443,1422.8133680555557,,,
division,20,10169.0,11103;11104,1726.7035942885277,1447.548498276711,,,
division,20,10171.0,11105,1782.084735925711,1446.517121300058,,,
division,20,6881.0,11106;11107,1253.7228637413396,1448.1909160892994,,,
division,20,9066.0,11108,1804.634772462077,1471.1143523920653,,,
division,20,10627.0,11109;11110,1706.9323671497584,1511.0207039337474,,,
division,20,9084.0,11111,1796.2396585686147,1525.4317137229152,,,
division,20,10177.0,11112;11113,1748.8647125140924,1555.7142051860203,,,
division,20,5561.0,11114,1150.4252937884723,1551.2820369334079,,,
division,20,10181.0,11115,1707.5898692810458,1604.764705882353,,,
division,20,9087.0,11116,657.7698259187621,1607.1586073500966,,,
division,20,10184.0,11117,1651.483650190114,1620.254752851711,,,
division,20,9735.0,11118,1842.4628623188405,1652.720561594203,,,
division,20,9100.0,11119,1022.1741397288843,1691.045881126173,,,
division,20,9107.0,11120,1004.9171270718232,1732.1961325966852,,,
division,20,6963.0,11121,1609.6597845601436,1739.2796229802514,,,
division,20,10190.0,11122,960.0484966052377,1741.290009699321,,,
division,20,10188.0,11123,1749.1163337250293,1740.3090481786135,,,
division,20,9113.0,11124,947.6610268378063,1803.129521586931,,,
division,20,10699.0,11125,723.057636887608,1893.4881844380404,,,
division,20,10197.0,11126,1799.2942931741886,1904.9503916449087,,,
division,21,10711.0,11682,29.862535211267605,101.0130985915493,,,
division,21,10712.0,11683,63.05370125578321,103.49140779907468,,,
division,21,10713.0,11684,120.76747267307056,119.56160980457105,,,
division,21,10715.0,11685,248.78927203065135,92.64291187739464,,,
division,21,11129.0,11686;11687,504.84229084303877,91.32257719841863,,,
division,21,11130.0,11688,620.6790908111602,106.48174081654638,,,
division,21,10723.0,11689,922.7276564507249,107.03303358414388,,,
division,21,10730.0,11690;11691,459.6985138004246,194.46992215145082,,,
division,21,10727.0,11692;11693,705.6467889908257,200.72739187418085,,,
division,21,10729.0,11694;11695,1166.1669931439765,228.55239960822723,,,
division,21,11144.0,11696;11697,426.2204020848846,218.10201042442293,,,
division,21,10735.0,11698;11699,600.0372670807453,226.77728482697427,,,
division,21,10738.0,11700;11701,872.432786885246,229.33836065573772,,,
division,21,10740.0,11702;11703,253.49076305220885,237.25943775100401,,,
division,21,11152.0,11704;11705,935.296178343949,236.91162420382165,,,
division,21,10742.0,11706,457.98532354903267,235.25483655770515,,,
division,21,11157.0,11707;11708,1048.4729166666666,239.79930555555555,,,
division,21,10743.0,11709,496.0628706998814,244.90391459074732,,,
division,21,10746.0,11710,533.4575163398692,250.90790255496137,,,
division,21,10750.0,11711;11712,396.68009919404835,251.52386856788593,,,
division,21,10752.0,11713,145.64138389886892,256.93080505655354,,,
division,21,10733.0,11714,1179.8785103785103,265.3247863247863,,,
division,21,10754.0,11715,950.1535298149417,269.82179575051407,,,
division,21,10756.0,11716;11717,608.1985583224115,269.4908256880734,,,
division,21,10759.0,11718;11719,290.4515895953757,278.63511560693644,,,
division,21,10758.0,11720;11721,457.42477876106193,278.3079646017699,,,
division,21,10757.0,11722,641.2458432304038,278.09263657957246,,,
division,21,8674.0,11723,14.014306151645208,289.7346208869814,,,
division,21,10762.0,11724,802.6322077922077,290.5625974025974,,,
division,21,11176.0,11725,864.2846079380446,297.47725072604067,,,
division,21,10769.0,11726;11727,394.83838383838383,296.94214876033055,,,
division,21,11178.0,11728;11729,1038.2826086956522,304.945179584121,,,
division,21,10770.0,11730,421.89019607843136,303.5558823529412,,,
division,21,10771.0,11731;11732,984.9978070175439,306.2609649122807,,,
division,21,10772.0,11733;11734,613.8898089171975,311.65095541401274,,,
division,21,10776.0,11735;11736,1164.9224952741022,321.24196597353495,,,
division,21,10774.0,11737;11738,943.2149712092131,316.53742802303265,,,
division,21,10781.0,11739,1066.1256157635469,327.51871921182266,,,
division,21,9885.0,11740,1005.228045325779,323.0042492917847,,,
division,21,11184.0,11741;11742,1226.8357827476038,327.9776357827476,,,
division,21,10783.0,11743;11744,168.68575233022636,321.50199733688413,,,
division,21,11185.0,11745,1256.0135746606336,331.53846153846155,,,
division,21,10773.0,11746,640.9025423728814,331.3892251815981,,,
