frame,track_id,area,neighbors
0,164,1588,0
0,165,1359,0
0,166,1311,0
0,167,859,0
0,168,1588,0
0,169,1399,0
0,170,1920,0
0,171,1602,0
0,172,1772,0
0,173,1696,0
0,174,1584,0
0,175,1696,0
0,176,2445,0
0,177,1294,0
0,178,1819,0
0,179,912,0
0,180,1943,0
0,181,501,0
0,182,636,0
0,183,928,0
0,184,1812,0
0,185,1567,0
0,186,1464,0
0,187,1164,0
0,188,1876,0
0,189,2288,0
0,190,1622,0
0,191,1063,0
0,192,1491,0
0,193,1153,0
0,194,1884,0
0,195,1399,0
0,196,2187,0
0,197,2056,0
0,198,1106,0
0,199,825,0
0,200,1317,0
0,201,1108,0
0,202,1008,0
0,203,1727,0
0,204,1220,0
0,205,1966,0
0,206,2006,0
0,207,1851,0
0,208,1937,0
0,209,198,0
0,210,1326,0
0,211,922,0
0,212,1353,0
0,213,1869,0
0,214,1592,0
0,215,1423,0
0,216,1929,0
0,217,1253,0
0,218,1192,0
0,219,1334,0
0,220,1632,0
0,221,1912,0
0,222,1419,0
0,223,1462,0
0,224,1760,0
0,225,1317,0
0,226,1309,0
0,227,1539,0
0,228,1755,0
0,229,2197,0
0,230,1462,0
0,231,993,0
0,232,2114,0
0,233,1313,0
0,234,1200,0
0,235,1360,0
0,236,2166,0
0,237,1633,0
0,238,1660,0
0,239,2110,0
0,240,853,0
0,241,1207,0
0,242,1575,0
0,243,1510,0
0,244,1577,0
0,245,1460,0
0,246,1269,0
0,247,863,0
0,248,1489,0
0,249,1713,0
0,250,2315,0
0,251,1345,0
0,252,1773,0
0,253,1627,0
0,254,2116,0
0,255,1616,0
0,256,571,0
0,257,2045,0
0,258,1508,0
0,259,1536,0
0,260,1896,0
0,261,1946,0
0,262,2104,0
0,263,2130,0
0,264,1455,0
0,265,1893,0
0,266,1187,0
0,267,1912,0
0,268,2485,0
0,269,1954,0
0,270,1560,0
0,271,1395,0
0,272,1500,0
0,273,1368,0
0,274,1407,0
0,275,1397,0
0,276,1715,0
0,277,2021,0
0,278,1507,0
0,279,1475,0
0,280,1548,0
0,281,1552,0
0,282,1133,0
0,283,1784,0
0,284,1273,0
0,285,816,0
0,286,1863,0
0,287,1305,0
0,288,2230,0
0,289,1837,0
0,290,1176,0
0,291,1646,0
0,292,2043,0
0,293,1721,0
0,294,1852,0
0,295,1322,0
0,296,1124,0
0,297,894,0
0,298,1341,0
0,299,1563,0
0,300,1127,0
0,301,1700,0
0,302,1135,0
0,303,945,0
0,304,1116,0
0,305,2075,0
0,306,1484,0
0,307,1592,0
0,308,1602,0
0,309,1496,0
0,310,1196,0
0,311,708,0
0,312,1188,0
0,313,1801,0
0,314,1405,0
0,315,1491,0
0,316,945,0
0,317,1311,0
0,318,861,0
0,319,913,0
0,320,1208,0
0,321,2058,0
0,322,1338,0
0,323,1611,0
0,324,1557,0
0,325,1529,0
0,326,1683,0
0,327,1647,0
0,328,1865,0
0,329,2350,0
0,330,1656,0
0,331,1523,0
0,332,1594,0
0,333,2339,0
0,334,1575,0
0,335,782,0
0,336,1196,0
0,337,1056,0
0,338,2226,0
0,339,884,0
0,340,1902,0
0,341,1362,0
0,342,950,0
0,343,1611,0
0,344,1953,0
0,345,1234,0
0,346,1384,0
0,347,835,0
0,348,1855,0
0,349,1328,0
0,350,1845,0
0,351,1606,0
0,352,1381,0
0,353,1845,0
0,354,1864,0
0,355,2465,0
0,356,1272,0
0,357,1817,0
0,358,1127,0
0,359,622,0
0,360,1019,0
0,361,1349,0
0,362,1311,0
0,363,1517,0
0,364,1444,0
0,365,179,0
0,366,1070,0
0,367,1908,0
0,368,1600,0
0,369,1116,0
0,370,1185,0
0,371,1525,0
0,372,1791,0
0,373,1399,0
0,374,1527,0
0,375,1580,0
0,376,1367,0
0,377,1314,0
0,378,1003,0
0,379,1161,0
0,380,1186,0
0,381,1516,0
0,382,1143,0
0,383,1428,0
0,384,1282,0
0,385,1199,0
0,386,1440,0
0,387,1797,0
0,388,1196,0
0,389,1462,0
0,390,854,0
0,391,1399,0
0,392,1563,0
0,393,1129,0
0,394,1347,0
0,395,1078,0
0,396,187,0
0,397,791,0
0,398,2012,0
0,399,1307,0
0,400,1271,0
0,401,1162,0
0,402,1384,0
0,403,1052,0
0,404,1648,0
0,405,861,0
0,406,1159,0
0,407,2263,0
0,408,1537,0
0,409,1854,0
0,410,1798,0
0,411,2456,0
0,412,1235,0
0,413,1209,0
0,414,1630,0
0,415,1713,0
0,416,1277,0
0,417,2652,0
0,418,1899,0
0,419,2641,0
0,420,1261,0
0,421,1467,0
0,422,1433,0
0,423,1395,0
0,424,1531,0
0,425,1451,0
0,426,1569,0
0,427,2024,0
0,428,1591,0
0,429,1622,0
0,430,1194,0
0,431,1396,0
0,432,1834,0
0,433,1527,0
0,434,1541,0
0,435,2014,0
0,436,2530,0
0,437,586,0
0,438,1886,0
0,439,2558,0
0,440,1866,0
0,441,1895,0
0,442,1915,0
0,443,1270,0
0,444,1556,0
0,445,1200,0
0,446,1511,0
0,447,2165,0
0,448,758,0
0,449,2266,0
0,450,1467,0
0,451,1481,0
0,452,1082,0
0,453,2180,0
0,454,1847,0
0,455,362,0
0,456,1865,0
0,457,1430,0
0,458,1773,0
0,459,1216,0
0,460,1546,0
0,461,1758,0
0,462,1814,0
0,463,1718,0
0,464,1191,0
0,465,2015,0
0,466,2049,0
0,467,2057,0
0,468,1486,0
0,469,1391,0
0,470,1075,0
0,471,1487,0
0,472,1103,0
0,473,2118,0
0,474,819,0
0,475,1607,0
0,476,847,0
0,477,2450,0
0,478,1331,0
0,479,1282,0
0,480,1360,0
0,481,1700,0
0,482,1976,0
0,483,1869,0
0,484,1243,0
0,485,2026,0
0,486,1880,0
0,487,1076,0
0,488,1405,0
0,489,2050,0
0,490,590,0
0,491,1454,0
0,492,1063,0
0,493,1717,0
0,494,1181,0
0,495,1689,0
0,496,1891,0
0,497,1937,0
0,498,1091,0
0,499,999,0
0,500,1330,0
0,501,1790,0
0,502,1684,0
0,503,2077,0
0,504,1692,0
0,505,1301,0
0,506,823,0
0,507,1306,0
0,508,995,0
0,509,1745,0
0,510,768,0
0,511,1425,0
0,512,1677,0
0,513,2038,0
0,514,1579,0
0,515,2654,0
0,516,1408,0
0,517,1820,0
0,518,1183,0
0,519,1773,0
0,520,1093,0
0,521,1700,0
0,522,1023,0
0,523,2457,0
0,524,1276,0
0,525,2270,0
0,526,1059,0
0,527,1617,0
0,528,2164,0
0,529,1566,0
0,530,1495,0
0,531,1425,0
0,532,1954,0
0,533,1511,0
0,534,1171,0
0,535,1528,0
0,536,1193,0
0,537,1292,0
0,538,1806,0
0,539,2151,0
0,540,1609,0
0,541,1376,0
0,542,1614,0
0,543,2107,0
0,544,1580,0
0,545,1698,0
0,546,3022,0
0,547,1676,0
0,548,1307,0
0,549,1927,0
0,550,1539,0
0,551,1164,0
0,552,2466,0
0,553,2101,0
0,554,2673,0
0,555,973,0
0,556,1194,0
0,557,1563,0
0,558,1296,0
0,559,1378,0
0,560,1442,0
0,561,1547,0
0,562,1385,0
0,563,1847,0
0,564,1756,0
0,565,587,0
0,566,1853,0
0,567,1577,0
0,568,1617,0
0,569,1422,0
0,570,1264,0
0,571,1525,0
0,572,1190,0
0,573,1330,0
0,574,1517,0
0,575,727,0
0,576,783,0
0,577,1778,0
0,578,1615,0
0,579,1660,0
0,580,1521,0
0,581,1511,0
0,582,1592,0
0,583,2178,0
0,584,1950,0
0,585,963,0
0,586,857,0
0,587,1626,0
0,588,1610,0
0,589,1163,0
0,590,1350,0
0,591,1178,0
0,592,949,0
0,593,1515,0
0,594,1224,0
0,595,2013,0
0,596,1511,0
0,597,1101,0
0,598,1400,0
0,599,2105,0
0,600,981,0
0,601,1315,0
0,602,1560,0
0,603,1546,0
0,604,516,0
0,605,1340,0
0,606,2158,0
0,607,1335,0
0,608,2036,0
0,609,1438,0
0,610,991,0
0,611,1555,0
0,612,1117,0
0,613,1758,0
0,614,1503,0
0,615,1624,0
0,616,1631,0
0,617,1503,0
0,618,1581,0
0,619,1594,0
0,620,1600,0
0,621,1922,0
0,622,1969,0
0,623,2353,0
0,624,2150,0
0,625,1766,0
0,626,1650,0
0,627,1372,0
0,628,1571,0
0,629,2514,0
0,630,1234,0
0,631,1137,0
0,632,1524,0
0,633,2871,0
0,634,1668,0
0,635,2419,0
0,636,1739,0
0,637,1730,0
0,638,1598,0
0,639,2596,0
0,640,1379,0
0,641,1276,0
0,642,1051,0
0,643,1773,0
0,644,1311,0
0,645,1328,0
0,646,1503,0
0,647,1309,0
0,648,1414,0
0,649,1546,0
0,650,1884,0
0,651,1024,0
0,652,909,0
0,653,2849,0
0,654,2631,0
0,655,1488,0
0,656,2472,0
0,657,1431,0
0,658,1795,0
0,659,1379,0
0,660,1438,0
0,661,1294,0
0,662,2913,0
0,663,1756,0
0,664,2090,0
0,665,1279,0
0,666,1926,0
0,667,1947,0
0,668,2080,0
0,669,1436,0
0,670,1288,0
0,671,2210,0
0,672,1256,0
0,673,2008,0
0,674,1363,0
0,675,1244,0
0,676,1788,0
0,677,1710,0
0,678,1494,0
0,679,1825,0
0,680,2143,0
0,681,1270,0
0,682,1571,0
0,683,876,0
0,684,1490,0
0,685,1510,0
0,686,1521,0
0,687,2012,0
0,688,1757,0
0,689,1296,0
0,690,2076,0
0,691,1387,0
0,692,3039,0
0,693,1072,0
0,694,1659,0
0,695,890,0
0,696,1532,0
0,697,1116,0
0,698,1399,0
0,699,1738,0
0,700,1909,0
0,701,1330,0
0,702,965,0
0,703,1587,0
0,704,1912,0
0,705,2401,0
0,706,1775,0
0,707,1829,0
0,708,1817,0
0,709,1929,0
0,710,1557,0
0,711,1518,0
0,712,1486,0
0,713,1834,0
0,714,1405,0
0,715,1330,0
0,716,1366,0
0,717,2034,0
0,718,1409,0
0,719,1626,0
0,720,923,0
0,721,1040,0
0,722,1759,0
0,723,1666,0
0,724,1706,0
0,725,2458,0
0,726,2069,0
0,727,1587,0
0,728,1728,0
0,729,3406,0
0,730,1643,0
0,731,1705,0
0,732,1460,0
0,733,1567,0
0,734,1749,0
0,735,1662,0
0,736,1489,0
0,737,1413,0
0,738,2253,0
0,739,1877,0
0,740,1758,0
0,741,1872,0
0,742,2380,0
0,743,1705,0
0,744,1708,0
0,745,1772,0
0,746,1877,0
0,747,1638,0
0,748,1716,0
0,749,1876,0
0,750,1869,0
0,751,1387,0
0,752,1387,0
0,753,1199,0
0,754,1793,0
0,755,2373,0
0,756,1851,0
0,757,1370,0
0,758,1462,0
0,759,916,0
0,760,1642,0
0,761,2812,0
0,762,1739,0
0,763,981,0
0,764,1797,0
0,765,1524,0
0,766,1792,0
0,767,1532,0
0,768,1702,0
0,769,3316,0
0,770,1742,0
0,771,1800,0
0,772,2124,0
0,773,1584,0
0,774,1850,0
0,775,1274,0
0,776,2022,0
0,777,1945,0
0,778,1361,0
0,779,1039,0
0,780,1557,0
0,781,1318,0
0,782,1354,0
0,783,895,0
0,784,1861,0
0,785,1182,0
0,786,1429,0
0,787,1697,0
0,788,1778,0
0,789,1239,0
0,790,1913,0
0,791,1466,0
0,792,1408,0
0,793,1620,0
0,794,1824,0
0,795,1539,0
0,796,1722,0
0,797,975,0
0,798,1764,0
0,799,2540,0
0,800,1408,0
0,801,1453,0
0,802,1854,0
0,803,1739,0
0,804,1821,0
0,805,3092,0
0,806,1053,0
0,807,1704,0
0,808,1420,0
0,809,1526,0
0,810,2088,0
0,811,1298,0
0,812,2147,0
0,813,2066,0
0,814,1359,0
0,815,1605,0
0,816,1805,0
0,817,1292,0
0,818,2554,0
0,819,1362,0
0,820,1310,0
0,821,1738,0
0,822,2357,0
0,823,1567,0
0,824,2720,0
0,825,2022,0
0,826,2002,0
0,827,2241,0
0,828,1247,0
0,829,1597,0
0,830,1571,0
0,831,1857,0
0,832,2075,0
0,833,1894,0
0,834,1609,0
0,835,519,0
0,836,1486,0
0,837,651,0
0,838,1589,0
0,839,1640,0
0,840,1655,0
0,841,1810,0
0,842,1406,0
0,843,2085,0
0,844,1230,0
0,845,777,0
0,846,2961,0
0,847,1631,0
0,848,2216,0
0,849,1726,0
0,850,1160,0
0,851,2789,0
0,852,1423,0
0,853,1719,0
0,854,2002,0
0,855,2013,0
0,856,1560,0
0,857,1890,0
0,858,2903,0
0,859,2296,0
0,860,2272,0
0,861,1778,0
0,862,1154,0
0,863,1898,0
0,864,821,0
0,865,1493,0
0,866,1426,0
0,867,1250,0
0,868,1164,0
0,869,1527,0
0,870,3074,0
0,871,1178,0
0,872,1016,0
0,873,1567,0
0,874,1785,0
0,875,1366,0
0,876,1336,0
0,877,1614,0
0,878,1957,0
0,879,1253,0
0,880,1098,0
0,881,2076,0
0,882,1060,0
0,883,970,0
0,884,1798,0
0,885,2120,0
0,886,2176,0
0,887,1622,0
0,888,1268,0
0,889,1620,0
0,890,2118,0
0,891,1649,0
0,892,1673,0
0,893,2684,0
0,894,1850,0
0,895,1636,0
0,896,1308,0
0,897,1326,0
0,898,1645,0
0,899,1523,0
0,900,2319,0
0,901,1787,0
0,902,971,0
0,903,1990,0
0,904,1710,0
0,905,832,0
0,906,1263,0
0,907,1055,0
0,908,1783,0
0,909,1195,0
0,910,2237,0
0,911,1851,0
0,912,1038,0
0,913,1754,0
0,914,1171,0
0,915,926,0
0,916,1428,0
0,917,1152,0
0,918,1781,0
0,919,1611,0
0,920,1617,0
0,921,1904,0
0,922,1306,0
0,923,1422,0
0,924,2390,0
0,925,1714,0
0,926,1211,0
0,927,1998,0
0,928,2114,0
0,929,2028,0
0,930,1448,0
0,931,1771,0
0,932,1633,0
0,933,2083,0
0,934,1591,0
0,935,1346,0
0,936,1027,0
0,937,1411,0
0,938,1243,0
0,939,1956,0
0,940,1985,0
0,941,1808,0
0,942,918,0
0,943,2756,0
0,944,1278,0
0,945,2539,0
0,946,1639,0
0,947,611,0
0,948,1755,0
0,949,1918,0
0,950,1531,0
0,951,1819,0
0,952,2633,0
0,953,1601,0
0,954,1591,0
0,955,2814,0
0,956,2786,0
0,957,1565,0
0,958,2200,0
0,959,1490,0
0,960,1638,0
0,961,1937,0
0,962,1697,0
0,963,1227,0
0,964,1757,0
0,965,1994,0
0,966,1415,0
0,967,2605,0
0,968,1043,0
0,969,1335,0
0,970,2445,0
0,971,1645,0
0,972,1180,0
0,973,938,0
0,974,1531,0
0,975,1479,0
0,976,629,0
0,977,1937,0
0,978,1939,0
0,979,1282,0
0,980,1451,0
0,981,1742,0
0,982,1566,0
0,983,1384,0
0,984,1210,0
0,985,1953,0
0,986,2161,0
0,987,2093,0
0,988,1926,0
0,989,1566,0
0,990,1463,0
0,991,1397,0
0,992,2077,0
0,993,1457,0
0,994,1808,0
0,995,1341,0
0,996,1616,0
0,997,1602,0
0,998,930,0
0,999,740,0
0,1000,1905,0
0,1001,2277,0
0,1002,1448,0
0,1003,1670,0
0,1004,2095,0
0,1005,1370,0
0,1006,1466,0
0,1007,1103,0
0,1008,1878,0
0,1009,1167,0
0,1010,1973,0
0,1011,1961,0
0,1012,1695,0
0,1013,1873,0
0,1014,1488,0
0,1015,1007,0
0,1016,1759,0
0,1017,3123,0
0,1018,555,0
0,1019,1677,0
0,1020,1233,0
0,1021,1886,0
0,1022,1682,0
0,1023,1959,0
0,1024,2590,0
0,1025,1818,0
0,1026,1531,0
0,1027,1869,0
0,1028,1053,0
0,1029,1020,0
0,1030,1680,0
0,1031,1732,0
0,1032,3116,0
0,1033,2771,0
0,1034,1726,0
0,1035,1918,0
0,1036,2058,0
0,1037,1486,0
0,1038,1332,0
0,1039,2812,0
0,1040,2386,0
0,1041,1299,0
0,1042,1728,0
0,1043,1506,0
0,1044,1954,0
0,1045,1675,0
0,1046,1570,0
0,1047,1920,0
0,1048,1451,0
0,1049,1955,0
0,1050,1692,0
0,1051,1319,0
0,1052,796,0
0,1053,1494,0
0,1054,1940,0
0,1055,1968,0
0,1056,1510,0
0,1057,2147,0
0,1058,1057,0
0,1059,1808,0
0,1060,972,0
0,1061,2198,0
0,1062,1258,0
0,1063,1242,0
0,1064,2080,0
0,1065,1661,0
0,1066,1833,0
0,1067,2991,0
0,1068,1869,0
0,1069,1920,0
0,1070,1555,0
0,1071,2322,0
0,1072,1179,0
0,1073,1404,0
0,1074,1756,0
0,1075,1882,0
0,1076,936,0
0,1077,1593,0
0,1078,1855,0
0,1079,2608,0
0,1080,2491,0
0,1081,1276,0
0,1082,1440,0
0,1083,1513,0
0,1084,1606,0
0,1085,2576,0
0,1086,1630,0
0,1087,1534,0
0,1088,1580,0
0,1089,1740,0
0,1090,1517,0
0,1091,898,0
0,1092,1718,0
0,1093,1359,0
0,1094,3110,0
0,1095,1645,0
0,1096,1421,0
0,1097,309,0
0,1098,2009,0
0,1099,1560,0
0,1100,1870,0
0,1101,1711,0
0,1102,2079,0
0,1103,1491,0
0,1104,1289,0
0,1105,2287,0
0,1106,1571,0
0,1107,1751,0
0,1108,2134,0
0,1109,1736,0
0,1110,2248,0
0,1111,952,0
0,1112,526,0
0,1113,992,0
0,1114,1995,0
0,1115,1632,0
0,1116,2133,0
0,1117,2277,0
0,1118,325,0
0,1119,1508,0
0,1120,1535,0
0,1121,706,0
0,1122,1490,0
0,1123,1609,0
0,1124,1057,0
0,1125,1437,0
0,1126,1971,0
0,1127,2863,0
0,1128,383,0
0,1129,2258,0
0,1130,1231,0
0,1131,1749,0
0,1132,1080,0
0,1133,726,0
0,1134,2104,0
0,1135,846,0
0,1136,1573,0
0,1137,1543,0
0,1138,1822,0
0,1139,1837,0
0,1140,3005,0
0,1141,217,0
0,1142,985,0
0,1143,1433,0
0,1144,989,0
0,1145,1644,0
0,1146,3129,0
0,1147,2039,0
0,1148,1596,0
0,1149,2482,0
0,1150,3636,0
0,1151,1681,0
0,1152,1492,0
0,1153,1792,0
0,1154,1837,0
0,1155,1870,0
0,1156,1300,0
0,1157,1800,0
0,1158,1677,0
0,1159,1491,0
0,1160,324,0
0,1161,230,0
0,1162,1812,0
0,1163,958,0
0,1164,1945,0
0,1165,1870,0
0,1166,1338,0
0,1167,1470,0
0,1168,1847,0
0,1169,1836,0
0,1170,1757,0
0,1171,1601,0
0,1172,1774,0
0,1173,1735,0
0,1174,2014,0
0,1175,1812,0
0,1176,319,0
0,1177,742,0
0,1178,1564,0
0,1179,1216,0
0,1180,1637,0
0,1181,1151,0
0,1182,2102,0
0,1183,1540,0
0,1184,830,0
0,1185,1809,0
0,1186,1752,0
0,1187,2743,0
0,1188,1877,0
0,1189,1244,0
0,1190,1652,0
0,1191,1945,0
0,1192,2054,0
0,1193,1124,0
0,1194,1302,0
0,1195,1944,0
0,1196,1441,0
0,1197,2989,0
0,1198,1624,0
0,1199,2075,0
0,1200,1668,0
0,1201,1655,0
0,1202,1806,0
0,1203,1874,0
0,1204,1769,0
0,1205,1495,0
0,1206,880,0
0,1207,1867,0
0,1208,2182,0
0,1209,1744,0
0,1210,1679,0
0,1211,1133,0
0,1212,1374,0
0,1213,1271,0
0,1214,1019,0
0,1215,1009,0
0,1216,283,0
0,1217,1342,0
0,1218,1631,0
0,1219,1910,0
0,1220,1140,0
0,1221,1968,0
0,1222,1942,0
0,1223,2540,0
0,1224,1416,0
0,1225,2142,0
0,1226,1770,0
0,1227,1655,0
0,1228,1443,0
0,1229,1348,0
0,1230,1892,0
0,1231,1590,0
0,1232,1570,0
0,1233,1449,0
0,1234,1340,0
0,1235,715,0
0,1236,1638,0
0,1237,1495,0
0,1238,1636,0
0,1239,1450,0
0,1240,563,0
0,1241,973,0
0,1242,1939,0
0,1243,2801,0
0,1244,1995,0
0,1245,1058,0
0,1246,1881,0
0,1247,938,0
0,1248,1278,0
0,1249,1747,0
0,1250,2102,0
0,1251,3080,0
0,1252,1348,0
0,1253,1126,0
0,1254,864,0
0,1255,1863,0
0,1256,1345,0
0,1257,2750,0
0,1258,345,0
0,1259,2060,0
0,1260,2081,0
0,1261,1513,0
0,1262,1015,0
0,1263,1756,0
0,1264,922,0
0,1265,1467,0
0,1266,1398,0
0,1267,2250,0
0,1268,1539,0
0,1269,1388,0
0,1270,2878,0
0,1271,1420,0
0,1272,1829,0
0,1273,1975,0
0,1274,2081,0
0,1275,1477,0
0,1276,2248,0
0,1277,1179,0
0,1278,1895,0
0,1279,1431,0
0,1280,636,0
0,1281,2829,0
0,1282,997,0
0,1283,2235,0
0,1284,1582,0
0,1285,1752,0
0,1286,1001,0
0,1287,1863,0
0,1288,1357,0
0,1289,1948,0
0,1290,2739,0
0,1291,1858,0
0,1292,1397,0
0,1293,1502,0
0,1294,1504,0
0,1295,1883,0
0,1296,2083,0
0,1297,745,0
0,1298,1729,0
0,1299,2424,0
0,1300,963,0
0,1301,1430,0
0,1302,1226,0
0,1303,1366,0
0,1304,740,0
0,1305,1874,0
0,1306,1907,0
0,1307,1490,0
0,1308,647,0
0,1309,871,0
0,1310,1605,0
0,1311,1746,0
0,1312,2102,0
0,1313,1093,0
0,1314,1366,0
0,1315,1555,0
0,1316,2201,0
0,1317,1119,0
0,1318,805,0
0,1319,2173,0
0,1320,406,0
0,1321,1728,0
0,1322,2138,0
0,1323,2612,0
0,1324,1753,0
0,1325,869,0
0,1326,1820,0
0,1327,2597,0
0,1328,1770,0
0,1329,1692,0
0,1330,1700,0
0,1331,3540,0
0,1332,788,0
0,1333,2159,0
0,1334,2437,0
0,1335,1650,0
0,1336,1018,0
0,1337,2668,0
0,1338,1240,0
0,1339,1968,0
0,1340,1811,0
0,1341,2574,0
0,1342,1786,0
0,1343,1702,0
0,1344,2221,0
0,1345,2008,0
0,1346,2700,0
0,1347,1639,0
0,1348,1952,0
0,1349,1856,0
0,1350,2033,0
0,1351,1323,0
0,1352,2593,0
0,1353,1508,0
0,1354,1473,0
0,1355,1411,0
0,1356,2011,0
0,1357,385,0
0,1358,2277,0
0,1359,1134,0
0,1360,1716,0
0,1361,979,0
0,1362,942,0
0,1363,2809,0
0,1364,1902,0
0,1365,1766,0
0,1366,1143,0
0,1367,1647,0
0,1368,4747,0
0,1369,1484,0
0,1370,2249,0
0,1371,1787,0
0,1372,3185,0
0,1373,1045,0
0,1374,2334,0
0,1375,1830,0
0,1376,1570,0
0,1377,1126,0
0,1378,1792,0
0,1379,2051,0
0,1380,2153,0
0,1381,2045,0
0,1382,2717,0
0,1383,1690,0
0,1384,1479,0
0,1385,1392,0
0,1386,1354,0
0,1387,2418,0
0,1388,1196,0
0,1389,851,0
0,1390,1652,0
0,1391,1464,0
0,1392,1213,0
0,1393,2872,0
0,1394,1132,0
0,1395,2106,0
0,1396,1926,0
0,1397,1982,0
0,1398,707,0
0,1399,666,0
0,1400,1536,0
0,1401,1295,0
0,1402,1608,0
0,1403,2143,0
0,1404,1290,0
0,1405,1704,0
0,1406,1288,0
0,1407,2242,0
0,1408,1713,0
0,1409,1153,0
0,1410,1766,0
0,1411,1953,0
0,1412,2027,0
0,1413,3283,0
0,1414,694,0
0,1415,2396,0
0,1416,1412,0
0,1417,475,0
0,1418,1605,0
0,1419,2263,0
0,1420,223,0
0,1421,1784,0
0,1422,1849,0
0,1423,1395,0
0,1424,1872,0
0,1425,788,0
0,1426,1453,0
0,1427,2258,0
0,1428,1920,0
0,1429,3388,0
0,1430,1752,0
0,1431,2657,0
0,1432,1854,0
0,1433,698,0
0,1434,1715,0
0,1435,1851,0
0,1436,982,0
0,1437,1689,0
0,1438,1525,0
0,1439,1829,0
0,1440,2897,0
0,1441,1310,0
0,1442,1438,0
0,1443,1716,0
0,1444,1250,0
0,1445,1843,0
0,1446,2195,0
0,1447,1779,0
0,1448,1712,0
0,1449,1634,0
0,1450,2034,0
0,1451,1542,0
0,1452,1100,0
0,1453,1635,0
0,1454,1832,0
0,1455,357,0
0,1456,2229,0
0,1457,1367,0
0,1458,1413,0
0,1459,1535,0
0,1460,1312,0
0,1461,1315,0
0,1462,2104,0
0,1463,1627,0
0,1464,933,0
0,1465,1418,0
0,1466,1512,0
0,1467,1816,0
0,1468,1257,0
0,1469,1252,0
0,1470,2256,0
0,1471,1919,0
0,1472,2252,0
0,1473,1378,0
0,1474,1870,0
0,1475,1932,0
0,1476,1545,0
0,1477,1482,0
0,1478,1676,0
0,1479,909,0
0,1480,1877,0
0,1481,1311,0
0,1482,2339,0
0,1483,1443,0
0,1484,1744,0
0,1485,1629,0
0,1486,2017,0
0,1487,1613,0
0,1488,1726,0
0,1489,504,0
0,1490,1427,0
0,1491,1127,0
0,1492,1719,0
0,1493,1342,0
0,1494,1850,0
0,1495,1087,0
0,1496,1620,0
0,1497,1799,0
0,1498,1265,0
0,1499,2262,0
0,1500,920,0
0,1501,700,0
0,1502,1389,0
0,1503,1631,0
0,1504,1527,0
0,1505,2192,0
0,1506,1823,0
0,1507,1367,0
0,1508,1215,0
0,1509,1428,0
0,1510,1420,0
0,1511,2114,0
0,1512,918,0
