,num_frames,idf1,idp,idr,mota,motp,num_switches,mostly_tracked,mostly_lost,num_objects,num_predictions,precision,recall
run0,89,0.09086986064586884,0.09170660814998749,0.09004824434983533,-0.29611446338201874,8.986927686351256,25725,2401,5821,211631,207804,0.4111133568170006,0.4036790451304393
