frame,parent_id,child_a,frac_a,child_b,frac_b,cover_frac,parent_remain,touch_len,persist_a,persist_b,parent_in_top2,y_event,x_event,y_child_a,x_child_a,y_child_b,x_child_b,angle_deg,r_eq,d1,d2,d12,f3
1,1748,1748,0.6032334119232065,2527,0.3775682047827551,0.9808016167059616,0.019198383294038446,114,True,True,True,1371.2475581003705,1710.4321320309868,1352.6839762611276,1710.0385756676558,1389.728626943005,1733.220207253886,130.25647579894726,30.741861558462503,18.567753157379833,29.3401819682617,43.70004790777736,0.0
1,2063,2063,0.4552556818181818,2135,0.5223721590909091,0.9776278409090908,0.02237215909090917,88,True,True,True,1680.6313920454545,1647.69921875,1683.101246882793,1669.4239401496259,1679.1062906724512,1633.6240057845264,179.6980506230637,29.93928254807644,21.864667909869727,14.157597049689363,36.0221456283212,0.016335227272727272
2,299,389,0.6737000753579503,326,0.2629992464204974,0.9366993217784476,0.06330067822155239,6,True,True,True,242.0761115297664,344.7174076865109,252.881861575179,341.82816229116946,210.95359116022098,328.3745856353591,137.32589039659953,20.552304468499152,11.185346351295342,35.1525120972653,44.03383454598984,0.0
2,574,574,0.5082791247782377,2587,0.4733885274985216,0.9816676522767593,0.01833234772324066,88,True,True,True,484.3908929627439,904.5337078651686,472.9334396173774,932.475886807493,497.87205387205387,893.5162738496072,151.55296295327582,32.810425706984965,30.19997684115217,17.410501191808258,46.257820125594094,0.0
3,563,563,0.5992094861660079,603,0.3612648221343874,0.9604743083003953,0.03952569169960474,72,True,True,True,421.6498023715415,1296.2403162055336,416.0830618892508,1309.799674267101,433.5183946488294,1290.046822742475,139.87771239731268,20.066439794405365,14.657584747800861,13.387413638244317,26.34702965784108,0.0
3,1384,1384,0.6806768558951964,1440,0.30731441048034935,0.9879912663755458,0.012008733624454204,50,True,True,True,1085.3640829694323,1458.3913755458516,1081.0426487093155,1474.553872053872,1107.2059496567506,1450.645308924485,124.49595523184567,24.148368712786887,16.73024469146477,23.174742468671223,35.442033059320124,0.0
3,2254,2561,0.45979381443298967,2254,0.3974226804123711,0.8572164948453608,0.14278350515463922,268,True,True,True,1889.9149484536083,1870.772680412371,1882.3383545770569,1864.1089223638471,1904.577943615257,1885.927031509121,175.38815717618746,24.849973424463737,10.090116257975657,21.08691025907065,31.154922681064644,0.002061855670103093
4,944,944,0.7238993710691823,972,0.2610062893081761,0.9849056603773585,0.015094339622641506,26,True,True,True,712.0220125786163,1346.4635220125786,708.3091579594345,1359.6447449293178,728.4890829694323,1328.2467248908297,153.61933746723656,22.496949104983706,13.694156673703967,24.55638622906564,37.32378646046556,0.006918238993710692
5,2055,2055,0.7365079365079366,2085,0.22603174603174603,0.9625396825396826,0.037460317460317416,78,True,True,True,1650.335873015873,1396.9079365079365,1651.368925831202,1408.8797953964195,1654.4144329896908,1383.682474226804,157.9290786866365,22.390579955406924,12.016347338730197,13.840068786306137,25.38070345709818,0.0
7,1492,1492,0.6434738445911631,2923,0.32808532249873035,0.9715591670898934,0.028440832910106573,84,True,True,True,1143.050787201625,730.082783138649,1145.6907216494844,751.4790378006873,1136.6699604743083,708.8162055335969,170.33242359557585,25.035018791602372,21.558501048351847,22.20320411012217,43.60609348737231,0.0223463687150838
7,1923,1923,0.7018413597733711,1944,0.2726628895184136,0.9745042492917848,0.025495750708215192,58,True,True,True,1542.014164305949,1785.649433427762,1546.4834623504573,1797.482054890922,1549.2488479262672,1769.2557603686637,135.4956303988953,21.200319792199185,12.648539666739412,17.919072617038736,28.36143613853441,0.0
8,1629,1629,0.529706066291432,1614,0.33114446529080677,0.8608505315822388,0.1391494684177612,22,True,True,True,1270.1441525953721,1611.3474046278925,1260.8803894297635,1603.1210013908205,1279.380338983051,1636.4094915254236,151.836171408898,31.905407316249114,12.389149212411489,26.70983599064854,38.083745993740536,0.042839274546591616
8,1907,1907,0.7125850340136054,1923,0.24319727891156462,0.95578231292517,0.04421768707482998,38,True,True,True,1533.8920068027212,1741.1164965986395,1542.9692028985507,1741.5715579710145,1518.9537624660018,1768.5720761559382,115.68009928282099,33.511151553720346,9.088595590891424,31.256359236012923,36.135430832130766,0.002551020408163265
9,1839,1839,0.7032173342087984,1875,0.22652659225213395,0.9297439264609324,0.0702560735390676,66,True,True,True,1442.3847669074196,201.8785292186474,1432.3141470180306,211.2246879334258,1458.7085610200365,183.14754098360655,173.93491797113947,22.01785540550926,13.739289198440588,24.845848234510864,38.535584481762235,0.04727511490479317
9,1927,2737,0.48389114795120425,1927,0.46137003440725677,0.945261182358461,0.054738817641538984,146,True,True,True,1564.6574913981858,1646.4704410384736,1546.2968481375358,1662.0825214899714,1582.8403361344538,1641.0190985485103,156.31453371416683,31.90041858862637,24.100835607274984,18.982438664357808,42.17931129110287,0.0
9,1957,3021,0.5556202679091439,1957,0.3803145020384392,0.9359347699475831,0.06406523005241693,120,True,True,True,1569.0311589982527,1824.3654630168899,1592.5127450980392,1831.8918300653595,1543.9810462471569,1813.5261561789234,174.373430226983,33.06170215150964,24.658286370102324,27.294664708880408,51.89049788406016,0.03348864298194525
10,1731,1731,0.7458317895516857,1785,0.22712115598369767,0.9729529455353834,0.027047054464616638,848,True,True,True,1366.4583178955168,1494.2993701370879,1352.8557894736841,1492.3031578947368,1388.6432926829268,1523.9375,135.16462363180068,29.31072129460568,13.74822325914431,37.021505211010314,47.76480907932514,0.0
10,1949,2671,0.4485330681253108,1949,0.452511188463451,0.9010442565887617,0.09895574341123825,176,True,True,True,1553.4853306812531,1703.282446544008,1539.3176574977817,1715.0204081632653,1566.7258261933905,1701.998776009792,145.89568405587966,25.3006162200766,18.398443043062375,13.30257612071229,30.34420233236192,0.04027846842366982
10,2067,2067,0.6362139917695473,2795,0.28888888888888886,0.9251028806584362,0.07489711934156384,54,True,True,True,1664.9674897119341,1791.3238683127572,1677.0562280359234,1802.4638812963685,1671.3259842519685,1777.5307086614173,107.91200384808725,27.81174254566965,16.438901530847925,15.188209439660703,25.5831739912747,0.009465020576131687
10,3021,3021,0.5277777777777778,1905,0.4235294117647059,0.9513071895424836,0.04869281045751639,320,True,True,True,1592.5127450980392,1831.8918300653595,1580.243137254902,1849.426330532213,1591.7090476190476,1807.982380952381,143.092714747734,31.209425687160593,21.40098089449305,23.92295313133077,43.0007913561399,0.02908496732026144
11,563,563,0.7412353923205343,603,0.24874791318864775,0.989983305509182,0.01001669449081799,46,True,True,True,393.92737896494157,1365.1310517529216,387.04391052195524,1372.5633802816901,404.09328358208955,1353.0335820895523,177.23706290108763,19.527806933913016,10.130234210773938,15.80172107528456,25.92477847869223,0.0
11,1077,1077,0.502212389380531,1113,0.4192477876106195,0.9214601769911506,0.07853982300884943,24,True,True,True,765.137168141593,264.1537610619469,755.9313154831199,275.6996507566938,765.8585209003215,252.65916398713827,145.02462340737065,16.96325844612841,14.766695365340837,11.517209371836767,25.088113479761326,0.0
11,1284,1284,0.460772104607721,2918,0.45765877957658785,0.9184308841843088,0.08156911581569115,762,True,True,True,978.1780821917808,1112.727895392279,966.6090373280942,1130.8585461689588,981.147766323024,1104.8127147766322,168.02383913994026,22.60985796530283,21.507284734338647,8.45394038408522,29.828844659247487,0.0024906600249066002
11,1606,1606,0.6998135487880671,2522,0.24798011187072716,0.9477936606587942,0.052206339341205776,50,True,True,True,1212.8738346799255,132.89372280919827,1201.9800643086817,143.30996784565917,1232.0234234234233,110.2054054054054,173.88162547041057,22.630965663659147,15.072239168782659,29.689501438393144,44.70475904484879,0.04723430702299565
11,2028,2028,0.4800574919151994,2157,0.45742005030542576,0.9374775422206252,0.06252245777937482,86,True,True,True,1654.5752784764643,1866.4261588214158,1632.5133899412149,1879.2482037883735,1677.2507772020726,1862.6735751295337,159.2322277027096,29.763340088933056,25.51728361084806,22.98391017254561,47.7090361892419,0.0
11,2073,2128,0.44157981349424025,2073,0.5145364783324191,0.9561162918266594,0.04388370817334064,38,True,True,True,1685.6006582556226,1640.358200767965,1671.8990670059372,1654.0483460559797,1694.2949152542374,1635.3084745762712,165.17246282847728,24.08897927503468,19.36888434526902,10.054344303286937,29.201999962962763,0.04114097641250686
11,2166,2166,0.6414015016088667,2231,0.28244547729710406,0.9238469789059707,0.07615302109402933,194,True,True,True,1767.5066142295316,654.6002860207365,1775.5224089635853,652.65756302521,1736.2064896755162,677.7286135693215,157.16213633992234,29.838109049604043,8.247856561303143,38.91808490010158,46.62938006076599,0.04826599928494816
11,2526,2526,0.6087431693989072,2669,0.3519125683060109,0.9606557377049181,0.03934426229508192,138,True,True,True,1335.9349726775956,80.9051912568306,1346.2747077577046,77.48671625929862,1301.0408899579074,107.55201443174985,160.92755974639215,34.13230410377644,10.89018332424151,43.90501331469853,54.314090500933986,0.011748633879781421
11,2612,2612,0.6739760033098883,1968,0.30823334712453454,0.9822093504344228,0.017790649565577188,168,True,True,True,1482.2676872155564,1711.1530823334713,1464.2633986928104,1713.9725490196079,1500.7304785894207,1733.5,120.6629454961799,27.73724923106511,18.223715252508715,28.987228127391766,41.366281655200545,0.0
12,204,204,0.5043037974683544,173,0.40810126582278483,0.9124050632911392,0.08759493670886076,38,True,True,True,80.07493670886076,1418.165569620253,60.953619909502265,1412.631221719457,88.26444444444445,1439.08,127.52613533595837,25.07313353398387,19.906123751963253,22.46066417229156,38.018666590396336,0.0
13,3210,3210,0.6009615384615383,2307,0.3333333333333333,0.9342948717948716,0.06570512820512842,64,True,True,True,1881.946794871795,1239.3634615384615,1881.240368027602,1225.0258769407706,1861.9488543371522,1288.8567921440263,155.17793135791746,31.513915099419602,14.354977219840523,53.38077743962563,66.68244323773712,0.0266025641025641
14,563,563,0.7081881533101045,603,0.2883275261324042,0.9965156794425087,0.0034843205574912606,66,True,True,True,374.95993031358887,1384.654181184669,369.2880583409298,1393.296262534184,385.79276315789474,1373.8092105263158,168.30931417852256,19.115955360352558,10.337103159293362,15.328524260776415,25.537237067711654,0.0
14,1614,1721,0.4613771408598392,1686,0.4771059070255156,0.9384830478853547,0.06151695211464525,210,True,True,True,1273.5256903180707,1683.439007340091,1300.8174291938997,1695.950762527233,1248.8955331412103,1680.42795389049,162.3410218114033,30.177551000235674,30.02304163021151,24.813526259546446,54.192627521455584,0.049982523593149246
15,1040,1040,0.6119186046511628,3507,0.3284883720930233,0.940406976744186,0.05959302325581395,44,True,True,True,757.4607558139535,1304.4752906976744,747.4725490196079,1312.9137254901962,765.5972222222222,1300.6180555555557,165.17165962885346,14.798554040663838,13.075605405267241,9.004462702153885,21.90176426325485,0.0
15,1721,1721,0.5102396514161219,1748,0.4971677559912854,1.0,0.0,302,True,True,True,1300.8174291938997,1695.950762527233,1284.406906906907,1708.0585585585586,1309.7894736842106,1690.0098684210527,177.0906168464637,27.028155482603687,20.39372370284711,10.760660068832593,31.145303207449853,0.0
15,1731,1731,0.7144046627810158,3513,0.22689425478767694,0.9412989175686928,0.05870108243130723,28,True,True,True,1341.1378018318069,1533.045795170691,1326.0446796002352,1528.4756025867136,1359.6463414634147,1560.6202090592335,140.7166571989863,27.65104603109013,15.769876313776358,33.210154178977305,46.50104735638347,0.0
15,1745,1809,0.5331603229527105,1745,0.4604959630911188,0.9936562860438294,0.006343713956170616,78,True,True,True,1368.73615916955,1594.9489619377164,1345.825634057971,1600.9121376811595,1391.2958827634334,1599.5568736915561,153.86660456590826,33.224970809398556,23.673859546670553,23.02550714671859,45.490441389572375,0.019319492502883506
15,1846,1846,0.546257197696737,3317,0.3838771593090211,0.9301343570057581,0.06986564299424192,140,True,True,True,1425.6802303262955,1782.2007677543186,1421.6916890080429,1773.7415549597856,1434.022240527183,1804.1869851729818,175.5337439123487,28.795785342802766,9.352365633923768,23.515588246362082,32.847628858606654,0.011132437619961612
15,2071,2071,0.5485679951932706,1969,0.3737232124974965,0.9222912076907671,0.07770879230923289,510,True,True,True,1555.2940116162629,1435.9158822351292,1569.677378435518,1438.4684989429174,1513.7125518058021,1432.0597986974542,175.2347024998471,39.866292299581445,14.608117370630922,41.75987524189325,56.33057126046524,0.020428600040056078
15,2186,2186,0.5285171102661597,2194,0.4790874524714829,1.0,0.0,270,True,True,True,1620.9562737642586,355.7354698533406,1613.622621564482,376.05496828752644,1613.0357535753576,333.4246424642464,140.6093607593805,34.23473383756207,21.60241817955042,23.675042953472,42.63436517453585,0.0
15,2301,2224,0.597929490766648,2301,0.3240067151650811,0.9219362059317291,0.07806379406827091,1684,True,True,True,1819.8088975937326,1270.9096250699497,1816.4042046806824,1255.122570408568,1805.382761139518,1302.8517165814462,143.5242275742541,33.728912422740045,16.150016368834695,35.04868932106363,48.98513664493602,0.0318970341354225
16,1010,992,0.44835164835164837,1010,0.4936263736263737,0.941978021978022,0.05802197802197795,20,True,True,True,713.9621978021978,1108.5942857142857,721.443533697632,1130.1357012750454,694.4892823858341,1094.47064305685,145.10537531137274,26.910128038865288,22.803573648480103,24.05559637023769,44.70489952440152,0.0
16,1878,1863,0.6450456323337679,1878,0.33083441981747064,0.9758800521512385,0.02411994784876148,90,True,True,True,1444.6492829204694,1238.8520208604955,1437.8342245989304,1226.6411764705883,1447.2063926940639,1271.461187214612,155.31723000938598,31.25019569237719,13.983910062657914,32.70927300788961,45.789419060497295,0.0
16,1937,1937,0.5340200596367579,2018,0.3955001355380862,0.9295201951748442,0.07047980482515581,92,True,True,True,1507.3060449986447,1258.3239360260234,1500.1187066974596,1279.8096997690532,1522.7935871743487,1239.8841683366734,158.46906277301537,34.2672609079279,22.6560339750137,24.08088443312259,45.91512021980504,0.029818378964489023
16,1963,1963,0.48172757475083056,3626,0.506312292358804,0.9880398671096347,0.01196013289036535,148,True,True,True,1540.375415282392,1625.7033222591363,1529.2519637462235,1644.746827794562,1542.5263940520447,1611.6416356877323,158.40745302560236,30.95339654081939,22.054166888714693,14.2252500470079,35.66741151771743,0.023588039867109636
16,2130,2130,0.5573039601363756,2102,0.37477052189876736,0.932074482035143,0.06792551796485702,186,True,True,True,1704.9868869656439,1581.45397324941,1708.0187385740403,1605.6595063985376,1681.9618696186963,1552.9175891758919,148.2405179237047,34.83842126185964,24.394670713269583,36.667105691867405,58.827461717095915,0.042486231313926044
16,2224,2224,0.6013486711622372,3666,0.3696945656485522,0.9710432368107894,0.028956763189210588,44,True,True,True,1816.4042046806824,1255.122570408568,1825.273154362416,1257.8624161073826,1795.5561643835617,1259.937899543379,149.82705442612252,28.327711221864295,9.282511670363686,21.396919846251834,29.78937939763812,0.007933359777865925
16,2266,3660,0.5472299721004383,2266,0.39059386209645275,0.9378238341968911,0.06217616580310892,188,True,True,True,1780.8449581506577,1154.2287764049422,1785.2980988593156,1142.2828897338402,1769.6975190839694,1175.929389312977,173.25503206796554,28.26021062262507,12.748908601520322,24.396352152112755,37.087262277711964,0.004782781984854523
16,2267,3668,0.5266219239373602,2267,0.47382550335570467,1.0,0.0,180,True,True,True,1829.544966442953,1113.91096196868,1819.8203642384105,1129.5653973509934,1838.6877956480605,1103.0567644276255,171.74024629238045,26.672506361809575,18.42903239933159,14.191720478293115,32.537479734357305,0.0
16,2285,2285,0.6454212454212455,3653,0.3194139194139194,0.9648351648351648,0.03516483516483515,164,True,True,True,1773.362271062271,1408.3608058608058,1779.2853437094682,1405.5836575875487,1748.622571692877,1419.0888066604996,178.32279605962353,29.47856830447755,6.541814894632085,26.96558410356101,33.505143474160356,0.005494505494505495
16,2597,2597,0.7244611059044049,2503,0.23711340206185566,0.9615745079662605,0.03842549203373946,138,True,True,True,689.0238987816307,161.88800374882848,673.3663426488457,164.28736330498177,708.3910969793322,180.3879173290938,127.5998206854987,26.062872004370686,15.840327974225044,26.78311349537875,38.54816799530537,0.0
16,2911,2911,0.6375838926174497,2910,0.3610738255033557,0.9986577181208054,0.0013422818791946067,130,True,True,True,751.2930648769575,1769.152125279642,749.4924845269672,1762.4924845269672,740.7637877211238,1783.4703433922996,128.54068198020596,26.672506361809575,6.898761088156096,17.772930184581234,22.721371228474407,0.0
16,3575,2046,0.3073695253081563,3527,0.5725150799895096,0.8798846052976659,0.12011539470233412,40,True,True,True,1672.243115656963,1653.9354838709678,1633.6275510204082,1608.2874149659865,1689.903111111111,1662.7306666666666,156.70386213006816,34.83842126185964,59.79053459331055,19.728930022945573,78.3007427759527,0.04825596643063205
16,3583,3583,0.5776566757493188,3665,0.3764759309718438,0.9541326067211626,0.045867393278837376,116,True,True,True,1777.7306993642144,410.44323342415987,1753.2649681528662,400.2891719745223,1796.4627575277339,420.0554675118859,175.3756816067196,26.47486297182116,26.48918586195038,21.054335591481365,47.50532018780453,0.02452316076294278
17,1321,1292,0.5600142045454546,1321,0.36292613636363635,0.9229403409090909,0.07705965909090906,272,True,True,True,971.8252840909091,1570.233309659091,980.0684462696782,1568.028747433265,955.9384984025559,1584.873801916933,152.31068162032454,29.93928254807644,8.532866887103593,21.604026778811317,29.428052001921376,0.008522727272727272
17,1881,1881,0.4984725050916497,3732,0.49134419551934827,0.9898167006109979,0.010183299389002087,74,True,True,True,1557.3136456211812,1847.4618126272912,1568.969260326609,1861.2363112391931,1539.6392479435958,1842.0505287896592,147.25977236145874,25.003212122944625,18.04411721782672,18.484218296613275,35.04773708227889,0.0
17,1896,1896,0.6769446391030134,3723,0.2368605466012614,0.9138051857042748,0.08619481429572518,132,True,True,True,1462.7880168185004,1578.5809390329362,1473.3375,1582.474456521739,1436.033199195171,1588.5774647887324,139.2548867777834,30.140610729853144,11.245046635401682,28.561351390365253,37.800232386113265,0.01857042747021724
17,1955,1955,0.5661252900232019,3726,0.4013921113689095,0.9675174013921114,0.0324825986078886,218,True,True,True,1524.4272456082201,1470.4156446801458,1530.31891223733,1462.8516687268232,1514.082548877625,1491.5597393193339,168.15464991811783,30.989367960907117,9.587777004656012,23.539020552243226,32.981401005611524,0.020218760357971495
17,2046,3744,0.6445578231292517,2046,0.3160430839002268,0.9606009070294785,0.039399092970521465,42,True,True,True,1633.6275510204082,1608.2874149659865,1622.5876902713435,1604.2336201191265,1630.6717948717949,1637.7296703296704,104.43023379739556,33.511151553720346,11.760602791488543,29.590250004189535,34.4577730983637,0.041383219954648526
17,2671,2671,0.4393476044852192,3728,0.4250764525993884,0.8644240570846076,0.13557594291539243,208,True,True,True,1516.158002038736,1750.7410805300713,1503.3567251461989,1762.5029239766081,1530.0549738219895,1749.1138743455497,144.10152328319043,24.990478120528174,17.384293236719365,13.991912832471856,29.867425941605738,0.03924566768603466
17,3210,3767,0.49331888768508486,3210,0.45792704947634527,0.9512459371614301,0.04875406283856987,108,True,True,True,1847.3373058866016,1304.7778981581798,1832.1029411764705,1319.9299719887956,1857.5825242718447,1290.254854368932,170.045725392183,29.688382826333207,21.486535539488905,17.773106106298165,39.11293597349628,0.0021668472372697724
17,3447,3447,0.5072090628218331,3770,0.49279093717816685,1.0,0.0,106,True,True,True,1852.0216271884656,1157.038105046344,1839.9236947791164,1174.4357429718875,1862.4551148225469,1145.4217118997913,172.88468822580242,24.862779389459288,21.190511413590002,15.614040282572814,36.73525402424851,0.0
17,3619,3619,0.5282620179609085,3725,0.4506075013206551,0.9788695192815636,0.021130480718436373,34,True,True,True,1492.1653460116218,1884.8140517696777,1474.389183457052,1876.426299045599,1510.2696629213483,1903.9213483146068,158.7165247634432,24.547110105792814,19.655695127030622,26.322140338955546,45.20383325441494,0.0
18,890,2497,0.5931533903884134,890,0.2922975641869651,0.8854509545753786,0.11454904542462141,10,True,True,True,620.6774193548387,1581.680710994075,611.1043771043771,1572.0415263748598,615.2572572572573,1605.002002002002,122.1132703288944,21.988922600099762,13.58517640858732,23.94286472919375,33.22106812147403,0.0467412771560237
18,3547,3547,0.7598797250859106,3564,0.23797250859106528,0.997852233676976,0.0021477663230240474,12,True,True,True,1848.7689003436426,898.4926975945017,1842.2014755959137,900.5317820658342,1875.9626749611198,893.9129082426127,172.31089068541576,27.221781995965376,6.876694940035592,27.576726572489008,34.40389619309004,0.0
18,3771,3771,0.5515175718849841,3840,0.4520766773162939,1.0,0.0,162,True,True,True,1886.310303514377,1440.7791533546326,1885.8343994314143,1456.6901208244492,1883.940812720848,1424.899293286219,169.8000750695222,28.2320377409108,15.918083129627812,16.055666987484948,31.847172342233534,0.006389776357827476
18,3792,3855,0.4594059405940594,3792,0.472984441301273,0.9323903818953324,0.06760961810466759,132,True,True,True,1772.1538896746817,1638.7306930693069,1793.1604664075514,1667.5013881177124,1748.8894894894895,1622.8084084084085,160.52255569251454,33.54438026942367,35.62343553901403,28.191336697635567,62.907724744865995,0.047241867043847245
19,1008,1008,0.5845697329376855,1051,0.32863501483679525,0.9132047477744808,0.0867952522255192,22,True,True,True,741.036350148368,1853.873887240356,728.9442231075698,1848.8366533864541,750.5142857142857,1870.7183673469387,141.980498453706,20.71428798138497,13.099361101584257,19.327901403224054,30.725836143319405,0.0
19,1501,1541,0.5941939468807906,1501,0.31006794317479924,0.9042618900555899,0.09573810994441012,60,True,True,True,1136.5713403335392,1781.6905497220507,1125.6324324324323,1776.4972972972973,1149.0827205882354,1800.4558823529412,149.08857144093236,22.701182914807703,12.109070022760003,22.553765641807246,33.52506245271914,0.0
19,1810,1810,0.5785824345146379,1786,0.31664098613251157,0.8952234206471494,0.10477657935285056,166,True,True,True,1369.337442218798,1905.1517719568567,1366.041278295606,1915.7536617842877,1391.7088331515813,1893.320610687023,135.142875781437,20.32649089898599,11.102466596281149,25.307222472255425,34.08907675219433,0.0015408320493066256
